65,플랫폼 레볼루션,부키,"“4차 산업혁명의 주인공은 플랫폼을 구축하거나 활용하는 자가 될 것이다!” 4차 산업혁명 시대를 지배할 플랫폼 비즈니스에 관한 최초의 개설서이자 스터디 케이스 북. 세계적인 권위자이자 석학 마셜 밴 앨스타인 보스턴 대학 교수, 상지트 폴 초더리 플랫폼 싱킹 랩스 설립자, 제프리 파커 다트머스 대학 교수가 공동 저술했다."
66,알사탕,책읽는곰,"들을 수 없던 네 마음이 들린다! 말하지 못한 내 마음을 전한다! 백희나 표 마법 알사탕! 동네 문방구에서 알사탕을 한 봉지 샀다. 크기도 모양도 색깔도 가지가지인 알사탕 한 알을 골라 입에 넣었더니, 원래는 들을 수 없던 마음의 소리가 들린다."
67,타이탄의 도구들,토네이도,"2017년 아마존 종합 베스셀러 1위 2017년 [뉴욕 타임스] 베스트셀러 1위 전 세계 20개국 번역 출간 [뉴욕타임스][가디언][포브스][비즈니스 인사이더] 올해의 추천 도서 애플 팟캐스트 비즈니스 분야 최초 1억 회 다운로드 돌파 세계 최정상에 오른 200명이 직접 밝힌 놀라운 생각, 기적의 습관, 압도적 성공의 비밀 2017년 아마존과 [뉴욕 타임스] 베스트셀러 1위를 기록한 『타이탄의 도구들』이 마침내 한국 독자를 찾아왔다. 출간 전부터 전 세계 독자들의 뜨거운 지지와 관심을 받았던 이 책에는 알랭 드 보통, 세스 고딘, 말콤 글래드웰, 파울로 코엘료, 피터 틸, 에드 캣멀 등등 이 시대 가장 성공한 인물들의 생생한 목소리가 담겨 있다. 세계적인 석학과 작가부터 최고의 혁신기업을 세운 창업가와 CEO, 크리에이티브 디렉터, 협상가, 슈퍼리치, 아티스트, 전문직 종사자까지 자기 분야에서 정상에 오른 사람들의 독창적인 성공 노하우가 낱낱이 담겨 있다."
68,사용빈도 1억 영어회화 표현,사람in,"원어민 99%가 매일같이 쓰는 역대 최강 회화 표현 컬렉션 영어, 평생 가야 한 번 쓸까 말까한 표현이 아니라 한마디를 해도 원어민의 뉘앙스를 풍기는 적확한 표현을 배우는 게 중요하다. 원어민들과 만나거나 해외에 나가 그 지역 주민들처럼 생활해 볼 기회가 많아진 요즘, 영어 학습의 방향도 원어민처럼 정확하게 말하는 것으로 바뀌어야 한다. 설령 그럴 기회가 없더라도 지금의 내 감정과 행동을 영어로 간단하면서도 정확하게 말할 수 있는 것만으로도 영어 실력이 확 뛰는 계기가 될 것이다. 영어를 잘하든 못하든, 부담없이 이 책에 나온 고순도 정제 표현들을 자기 걸로 만들어 보자. 사람 사는 곳은 어디나 비슷하다는 생각에 표현이 쏙쏙 더 잘 외워질 것이다. 해당 상황에 처할 때마다 ‘이건 영어로 뭐였는데!’ 하며 영어가 문뜩문뜩 떠오른다면 그 표현에 관한 한 당신은 원어민이다."
69,[예약판매] 여중생A 4-5 세트,비아북,"간결하고 담백한 그림, 단행본만의 소장가치 당대를 드러내주고 위로해주는 만화 독자와 평단 모두 평점 만점! 전작 『아이들은 즐겁다』에서 간결하고 담백한 그림을 통해 막 세계 속으로 스며드는 아이들의 시선을 섬세하게 담아냈던 ‘허5파6’ 작가가, 네이버 인기 월요 웹툰인 『여중생A』를 출간한다. 연재에는 포함되지 않았던 특별 코너인 ‘네 컷 만화’와 함께 각 권마다 작가의 일상생활 노하우를 담은 ‘작가의 일상’을 추가해 단행본으로서의 소장가치를 높였다. 2016 ‘오늘의 우리만화상’을 수상한 『여중생A』는 “가장 간단한 그림으로 당대를 드러내고, 위로하는 작품”이라는 평을 받았다. 또한 『여중생A』는 단순히 주인공의 성장 서사가 되기를 거부하는 만화다."
70,퇴사하겠습니다,엘리,"퇴사 혹은 자유, 그 한 단어의 힘으로 다시 세우는 나의 삶 두통 없이, 튼튼한 몸으로 조금 부족해도 충분히 행복한 것. 회사는 사랑하지 않는 게 좋습니다. 적당히 좋아하면 됩니다. 다니던 회사를 나와 보면 알게 된다. 내 생활이 얼마나 회사 중심적이었는지, 내 사회적 가치가 얼마나 회사 의존적이었는지, 나와 회사와의 관계가 결국은 얼마나 허망한 것인지. 그리고 때늦은 방황과 고민이 시작된다. 아침에 일어나 회사에 가는 것 대신 무엇을 해야 할지, 점심은 누구와 어떻게 먹어야 할지, 저녁에 사람들을 만나면 자기소개를 어떻게 해야 할지. 회사만 알던 인간이 일단 회사 밖을 나오면, 갑자기 찾아야 할 새로운 삶의 방식 앞에 허우적거릴 수밖에 없다. 『퇴사하겠습니다.』는 회사란 무엇이고 일이란 무엇인지 자문하며, 회사와 일과 나와의 관계를 재정비해보자고 말하는 책이다. 정신을 좀 차리고 나의 삶을 되돌아보자고 말하는 책이다."
71,시대의 소음,다산책방,"“어둠을 견딘 나의 소리가 결국 세상을 울렸다.” 『예감은 틀리지 않는다』로 맨부커상을 수상한 줄리언 반스, 5년 만의 신작 장편 2011년 『예감은 틀리지 않는다』로 맨부커상을 수상한 영국 문학의 제왕 줄리언 반스가 5년만에 내놓은 신작 장편소설. 한때 불세출의 천재로 추앙받다가 하루아침에 모든 것을 잃은 남자, 작곡가 쇼스타코비치가 여행 가방을 들고 승강기 옆에 서 있는 장면으로 이야기는 시작된다. 스탈린 정권의 눈밖에 나 음악을 금지당하는 것은 물론, 언제 끌려갈지 몰라 매일 밤을 이렇게 지새우는 남자. 친구도 동료도 은밀히 사라져가는 하루하루, 그는 그 암흑의 시대를 어떻게 견뎌냈을까? 맨부커상 수상 이후 발표한 첫 소설로 “스스로를 뛰어넘었다”는 극찬을 받은 『시대의 소음』은 거대한 권력 앞에서 무력해질 수밖에 없는 평범한 한 인간의 삶을 내밀하고도 깊이 있게 그려낸 수작이다."
72,해커스 신 토익 Reading,해커스어학연구소,"해커스 토익 Reading과 함께라면, 토익 리딩의 기본기를 탄탄히 다지고 실전까지 대비할 수 있다. (YES24 TOEIC 베스트셀러 토익 리딩 기준 1위 (2016년 3월 1주 / 5판 기준) 신(新)토익에 추가된 신유형을 철저하게 분석, 연구하여 문제풀이 전략 제시, 진단고사를 통한 수준별 맞춤형 학습 가능, 명쾌하고 체계적인 토익 이론과 풍부한 양의 실전문제 수록, 완벽한 이해를 위한 상세한 해설 뿐 아니라 무료 동영상강의, 온라인 실전모의고사, 단어암기 MP3 등 다양한 무료 자료 제공을 한다."
73,월드 오브 더 위쳐,비엘북스,"정통 유럽 RPG 대작 게임 『더 위쳐 (The Witcher)』의 세계관과 주요 스토리를 다루는 『월드 오브 더 위쳐』 출간! 『더 위쳐(The Witcher)』는 폴란드의 경제학자이자 소설가인 안제이 사프콥스키(Andrzej Sapkowski)에 의해 집필된 소설로, 검술과 마법을 구사하며 이형의 몬스터들을 제압하는 돌연변이 인간(위쳐)의 활약상을 그려낸 중세 유럽의 정통 판타지 작품이다. 폴란드의 게임개발사 CD PROJEKT RED는 동명의 소설을 기반으로 총 3편의 『더 위쳐(The Witcher)』의 게임을 출시하면서 원작 소설을 능가하는 전세계적인 흥행에 성공한다. 게임 『더 위쳐』 시리즈는 주인공 ‘게롤트(위쳐)’와 운명의 여인 ‘시리’가 검술과 마법을 이용하여 자신들의 운명을 헤쳐나가는 정통 판타지 RPG 게임이다."
74,후 who? special 문재인,다산어린이,"지독한 가난으로 주눅 들었던 소년, 인권 변호사가 되어 약자들 편에 서다 한국 전쟁 피난살이 중에 태어난 문재인은 육성회비를 내지 못해 학교에서 쫓겨날 만큼 가난한 어린 시절을 보냈습니다. 지독한 가난은 그에게 커다란 마음의 상처로 남아 그의 어린 시절은 언제나 주눅 든 모습이었어요. 하지만 문재인은 다양한 책을 읽으며 세상을 깊이 바라보는 안목을 길렀고, 불합리한 사회 현실에 눈뜬 뒤에는 잘못된 세상과 맞서 싸우는 청년으로 자라났습니다. 법대를 수석으로 입학했지만 군부 독재에 맞서 민주화 시위를 주도하다가 체포되기도 했습니다. 이후 사법 고시에 합격한 문재인은 열악한 환경 속에서 부당한 대우를 받는 노동자들을 대변하는 노동·인권 변호사로 활약했어요. 문재인은 함께 인권 변호사 활동을 했던 노무현이 대통령에 당선되면서 청와대의 핵심 인물이 되어 참여 정부의 각종 개혁을 이끌어 갑니다."
75,우아한 관찰주의자,청림출판,"“이 강의를 듣고 눈을 더 크게 뜨게 된 것 같다. 이제껏 받아 본 가장 독특한 훈련이었다.” _FBI 수사관 “시각적 분석과 비판적 사고력을 연마하는 데 매우 유용하다.” _미 국무부 FBI, 영국 런던 경찰국, 미국 해군, 미 국무부, 포천 500대 기업 등에서 15년간 요청해 온 세상에서 가장 특별한 강의! 두 남자가 달리고 있다. 왼쪽의 백인은 제복을 입고 영국 경찰관들의 전통적인 경찰모를 쓰고 있다. 경찰관으로 보인다. 앞에 달려가는 흑인은 평상복 차림이다. 두 사람은 부서지고 낙서가 있는 콘크리트 건물 옆을 지나고 있고, 도시로 보이지만 어딘지 정확히 알 수 없다. 무엇을 하고 있는가? (본문 330-332쪽 참조) 사진을 본 대부분의 사람은 백인 경찰이 도주 중인 흑인 범죄자를 쫓고 있다고 대답한다. 그러나 경찰관이 보인다고 범죄가 일어난 것으로 가정할 수 없으며, 흑인이 어떤 죄를 저질렀다고 간주해서도 안 된다."
76,대통령의 글쓰기,메디치미디어,"청와대에서 연설비서관으로 일했던 저자가 8년간 두 대통령에게서 직접 보고, 듣고, 배운 ‘말과 글’에 관한 최초의 책. 대우그룹 회장과 효성그룹 회장의 연설문도 작성했던 저자 강원국은 한국의 정치와 경제 분야 ‘거인’들의 연설문을 책임져 왔다. 연설문의 ‘달인’인 저자는 그간에 온몸으로 체득한 글쓰기 비법을 40가지로 정리했다. 대부분의 글쓰기 책들이 설명과 예문으로 이루어진 반면에, 대통령의 글쓰기는 저자가 겪은 독특하고 흥미진진한 에피소드를 읽다 보면, 자연스럽게 글쓰기 비법이 기억에 남게 된다. 대한민국을 뒤흔들었던 대통령의 무수한 문장들, 위기의 순간에 발표한 연설문에 얽힌 일화들이 담겨 있다."
77,무진기행,민음사,한국 문학의 새로운 가능성을 열어 준 첫 한글세대 소설가 김승옥은 근대인의 일상과 탈일상을 감각적으로 표현해 내면서 1960년대 문학에 '감수성의 혁명'을 일으켰다고 평가받고 있다. 그의 대표 단편 10편을 모아 민음사 세계문학전집 149번으로 『무진기행』이 출간되었다.'서울’과 ‘무진’이라는 두 공간 사이에서 그리고 현실과 이상 사이에서 갈등하는 주인공의 내면을 섬세하게 표현해 냄으로써 한국 문학사상 최고의 단편소설로 평가 받고 있는 「무진기행」외에도 9편의 단편 소설이 실려 있다.
78,해커스 신 토익 Listening,해커스어학연구소,"해커스 토익 Listening과 함께라면, 토익 리스닝에 필요한 기본기를 탄탄히 하고 파트별 고득점 전략을 확실히 익힐 수 있을 뿐만 아니라 미국, 영국, 호주식 등 시험에 나오는 모든 발음에 완벽 대비할 수 있다. (교보문고 TOEIC 베스트셀러 토익 리스닝 기준 1위(2016년 3월 1주 종합 주간베스트 / 5판 기준) 신(新)토익에 추가된 신유형을 철저하게 분석, 연구하여 문제풀이 전략 제시, 다양한 미국, 영국, 호주식 원어민 발음과 음성을 통해 실전 완벽 대비, 진단고사를 통한 수준별 맞춤형 학습 가능, 명쾌하고 체계적인 토익 이론과 풍부한 양의 실전문제 수록, 받아쓰기&쉐도잉 프로그램, 온라인 실전모의고사, 단어암기 MP3 등 다양한 무료 자료 제공을 한다."
79,아기곰의 재테크 불변의 법칙,아라크네,"재테크에도 불변의 법칙이 있다! “왜 재테크를 해야 할까?” 이 질문에 대한 견해는 사람마다 제각기 다를 수 있다. 어떤 이는 “재테크가 삶의 질을 높이며 더 나아가 목표 있는 인생을 만든다”고 말하기도 하고, 다른 어떤 이는 “경제적 자유를 얻기 위해 재테크를 한다”라고 말하기도 한다. 어떤 대답을 하더라도 ‘돈’이라는 것과 연관되지 않을 수는 없다. 그렇다면 왜 돈을 벌고, 불리고 해야 하는 것일까? 그것은 우리의 행복과 연관이 있기 때문이다. 인생에서 돈이 가장 중요하다는 뜻이 아니다. 돈만을 추구하는 사람들이 진정한 행복을 느끼는 것도 아니다. 그러나 문제는, 행복해야 될 사람들이 돈 때문에 불행해지는 경우가 적지 않으므로, 그것을 예방하기 위해서라도 돈이 필요하기 때문이다. ‘돈 = 행복’이라는 등식에 빠져서는 안 되겠지만, “돈은 더러운 것이므로 선비가 만져서는 안 될 것”이라는 조선 시대형 현실 외면 논리에 빠지는 것도 문제가 있다."
80,보복대행전문주식회사 1,해냄,"식물과 대화하는 은둔형 외톨이, 악취 풍기는 세상을 탈탈 털어낸다! 소설가 이외수의 통쾌한 상상력의 세계 이외수 작가의 여덟 번째 장편소설 『보복대행전문주식회사』가 오랜 산고(産苦) 끝에 출간되었다. 첫 장편 데뷔작부터 ‘순수한 인간이란 과연 존재 가능한가’, ‘인간의 구원은 가능한가’를 끊임없이 천착해 온 작가는, 12년의 공백 끝에 발표하는『보복대행전문주식회사』를 통해 인간의 구원은 사회와 밀접하게 관련되어 있으며, 인간의 구원은 생각과 행동이 함께 이루어져야 함을 피력한다. 그리고 ‘기업 신뢰도와 정부 신뢰도는 바닥인 불신국가’라는 오명을 쓰게 된 이 나라를 깨끗하게 만들고 싶은 작가의 간절한 염원을 보여준다. 소설은 식물과 교감할 수 있는 서른 살 청년이 식물들의 제보와 도움을 빌려 사회악을 밝혀내고 정의를 구현하는 것이 핵심 내용이다."
81,정재승의 과학콘서트,어크로스,"『정재승의 과학콘서트』가 10주년을 맞아 업그레이드 되어 돌아왔다! 출간 당시 이 영민한 과학 교양서는 분야를 넘나드는 통합적 지식과 사유를 보여주며, 선생님이 제자에게, 부모님이 자녀에게, 선배가 후배에게 권하는 최고의 '과학책'으로 사랑 받아 왔다. 이제 10년간 21세기 최고의 교양 베스트셀러로 자리매김한 『정재승의 과학콘서트』는 그 명성에 걸맞는 전면 개정증보판으로 다시 한 번 독자들을 찾아간다."
82,나의 한국현대사,돌베개,"유시민이 보고 겪고 느낀 우리 현대사 55년의 이야기 나는 냉정한 관찰자가 아니라 번민하는 당사자로서 우리 세대가 살았던 역사를 돌아보았다. 없는 것을 지어내거나 사실을 왜곡할 권리는 누구에게도 없다. 그러나 의미 있다고 생각하는 사실들을 선택해 타당하다고 생각하는 인과관계나 상관관계로 묶어 해석할 권리는 만인에게 주어져 있다. 나는 이 권리를 소신껏 행사했다. 사실을 많이 담기보다는 많은 사람이 중요하다고 여기는, 잘 알려진 사실들에 대한 생각을 말하려고 노력했다. 과거를 회고하고 싶어서가 아니라 현재를 이해하고 미래를 전망하고 싶어서 이 책을 썼다."
83,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,예담,"김용택 시인이 권하는 따라 쓰기 좋은 시 101+10 ‘섬진강 시인’이란 별칭으로 잘 알려진 시인 김용택. 2001년 사람들이 주목하지 않았던 문학 장르인 시를 엮어 《시가 내게로 왔다》를 소개하며 대중에게 시가 좀 더 친숙해지는 계기를 만든 장본인이기도 하다. 그런 그가 이번에는 여러 문인의 시를 직접 읽고 따라 써보며 ‘독자들도 꼭 한번은 따라 써보길 바라는 마음’으로 101편의 시를 엄선했다. 이 책에는 김소월, 이육사, 윤동주, 백석 같이 교과서에서 접해 친근한 작가의 작품은 물론, 김혜순, 황지우, 천양희, 이성복, 신경림 등 한 시대를 풍미한 문인의 시, 폴 엘뤼아르, 프리드리히 니체, 요한 괴테 등 외국 작가의 메시지까지 다양하게 수록하였고, 독자들이 사랑하는 김용택 시인의 시 10편도 함께 소개했다."
84,부자언니 부자연습,세종서적,“부자는 재능이 아니라 연습에서 나온다” 실패를 반복하는 사람들을 위한 재테크 성공 매뉴얼 요요 걱정 없는 재테크 근육 만들기부터 재테크를 취미로 삼는 방법까지 부자 DNA를 만드는 체질 개선 프로젝트 나는 왜 돈을 모으지 못할까 유수진은 2015년에 펴낸 『부자언니 부자특강』에서 억수로 운이 좋거나 억대 연봉자쯤 되어야만 부자가 될 수 있다는 우리의 고정관념을 깨고 평범한 월급쟁이도 부자 될 수 있다는 희망을 심어주었다. 그러나 아무리 두 주먹 불끈 쥐고 부자 되기로 결심한 사람들과 불철주야 상담한들 차근차근 자산을 불리는 사람은 백에 한 명꼴이다. 몇 달 모은 돈을 여행 한 번에 날리거나 꾸준히 노력하는 듯 보이는데 성과가 없는 사람들이 너무 안타까운 나머지 곰곰이 생각해보니 문제는 재테크 방법이 아니라 사람이라는 것을 알게 되었다. 돈을 키우려면 사람도 함께 성장해야 한다.
85,몸매가 예뻐지는 단백질 듬뿍 다이어트 요리,레시피팩토리(단행),"식이요법이 필요한 다이어터! 요요가 두려운 유지어터! 모두를 위한 니모의 단백질 듬뿍 다이어트 레시피 다이어트를 막 시작한 사람이라면, 일단 먹는 양부터 줄인다. 또 각종 칼로리 조절식으로 식사를 대신한다. 하지만 이런 칼로리 제한 다이어트는 성공하는 듯 실패를 부르며 요요를 반복시킨다. 결국 건강도 나빠지고, 체지방 비율도 높아져 몸매까지 엉망이 된다. 다이어트를 안하니만 못한 결과가 아닌가! 그럼, 다이어트에 성공한 이들은 어떤가? 그들이 가장 두려운 건 요요다. 체중계에 오르락 내리락 하면서 한 끼도 맘 편히 먹기 어렵다. 그래서 체중을 유지하기 위해 과식과 절식을 반복하며 塑 탄력 없는 몸매는 물론 체력(면역력)까지 약해진다. 다이어트는 해볼 만큼 해봤고, 요요도 겪을 만큼 겪었던 필자 니모(김지영 씨)의 몇 해 전 이야기이기도 하다. 하지만 지금, 그녀는 다이어트가 일상이었던 평범한 통통녀에서 9만여 명의 팔로워가 인정한 다이어트 멘토가 되었다."
86,우먼 인 캐빈 10,예담,"『인 어 다크, 다크 우드』로 새로운 스릴러 여왕의 탄생을 알린 루스 웨어! 한층 화려하고 강력하게 돌아온 초호화 크루즈의 밀실살인사건 미스터리한 설정과 빠른 전개, 묘한 흡입력의 데뷔소설 『인 어 다크, 다크 우드』로 전 세계 독자들에게 새로운 스릴러 여왕의 탄생을 알린 루스 웨어의 신작. 바다 위 초호화 크루즈 안에서 사라진 10호실의 여자, 그 여자를 찾아내려는 유일한 목격자. 죽은 사람도, 살인자도 모두 존재하지 않는 공간에서 벌어지는 숨 막히는 밀실 미스터리 『우먼 인 캐빈 10』은 올여름 독자들의 심장을 사로잡을 것이다."
87,오두막,세계사,"한국어버전 100쇄 기념 리커버 특별판! 2009년, 한국어판 출간 이후 국내 많은 독자에게 울림과 위로를 주었던 윌리엄 폴 영의 소설 『오두막』이 드디어 100쇄를 돌파했다. 전 세계적으로 2천만 부 이상 판매고를 올린 『오두막』이 리커버 특별판을 통해 다시 독자들 곁으로 찾아왔다. 기존 표지가 상처받은 영혼을 숨겨둔 마음속 공간인 ‘오두막’의 상징성에 초점을 두었다면 리커버 특별판은 오두막의 문을 열고 들어선 주인공이 자신이 미처 생각지 못했던 깨달음을 얻고 충만해진 내면의 변화로 시선을 돌리고 있다. 또한, 100쇄를 기념하여 윌리엄 폴 영의 사인과 한국 독자들에게 전하는 메시지가 수록되어 있어 그 의미가 크다. 한국어판으로 출간된 지 8년째인 『오두막』은 교리나 제도에 구애받지 않는 메시지가 담겨 그동안 기독교와 비기독교 독자 모두에게 사랑받으며 스테디셀러로 자리매김했다."
88,보복대행전문주식회사 2,해냄,"식물과 대화하는 은둔형 외톨이, 악취 풍기는 세상을 탈탈 털어낸다! 소설가 이외수의 통쾌한 상상력의 세계 이외수 작가의 여덟 번째 장편소설 『보복대행전문주식회사』가 오랜 산고(産苦) 끝에 출간되었다. 첫 장편 데뷔작부터 ‘순수한 인간이란 과연 존재 가능한가’, ‘인간의 구원은 가능한가’를 끊임없이 천착해 온 작가는, 12년의 공백 끝에 발표하는『보복대행전문주식회사』를 통해 인간의 구원은 사회와 밀접하게 관련되어 있으며, 인간의 구원은 생각과 행동이 함께 이루어져야 함을 피력한다. 그리고 ‘기업 신뢰도와 정부 신뢰도는 바닥인 불신국가’라는 오명을 쓰게 된 이 나라를 깨끗하게 만들고 싶은 작가의 간절한 염원을 보여준다. 소설은 식물과 교감할 수 있는 서른 살 청년이 식물들의 제보와 도움을 빌려 사회악을 밝혀내고 정의를 구현하는 것이 핵심 내용이다."
89,완벽한 공부법,로크미디어,"지금까지 이런 ‘공부법’ 책은 없었다 모두를 위한 최고의 공부 지침서 수많은 공부법 책이 있지만 많은 책들이 한 사람의 인지적 활동인 공부에 대한 본질적인 이해가 ‘결여’된 상태에서 개인의 특정 ‘경험’을 과학적 근거 없이 경솔하게 일반화시키거나 공부를 ‘시험’이라는 협소한 영역에 국한시키고 있다. 하지만 『완벽한 공부법』은 다르다. 이 책은 교육학, 인지심리학, 뇌과학, 행동경제학 등이 밝혀낸 이론을 통한 과학적 접근뿐만 아니라 실제 수천 명의 학생 및 직장인들과의 상담을 통해 축적된 실전적 노하우가 함께 녹여져 있다. 공부의 본질에 그 어떤 책보다 가깝게 다가섰으며 실질적으로 도움이 되는 공부법을 종합적으로 제시하고 있다. 또한 『완벽한 공부법』은 박사와 독학자라는 뚜렷이 대비되는 학습자 둘이 만든 작품이다. 신영준 박사는 아시아 최고대학인 싱가포르국립대학에서 박사학위를 받고 200회 이상 인용되는 수많은 논문을 썼다."
90,지적 대화를 위한 넓고 얕은 지식 : 현실너머 편,한빛비즈,"누적 다운로드 150만, 철학 분야 1위, 팟빵 종합 10위 화제의 팟캐스트 [지대넓얕] 진행자 채사장의 두 번째 책 《지적 대화를 위한 넓고 얕은 지식》 현실 세계 편(역사, 경제, 정치, 사회, 윤리 편)에 대한 반응은 폭발적이었다. 출간 2주 만에 베스트셀러에 등극했다. 언론 매체에서 빵빵 터트려준 것도 아니고, 저자가 유명해서도 아니다. 인문학의 진정한 입문서에 대한 독자들의 목마름이 마침내 해갈되어서다. 그간 인문교양 도서들은 꼭 알아야 할 지식을 다이제스트로 나열해놓았다. 먹을 땐 맛있지만 먹고 돌아서면 허한 지식의 성찬이었다. 제 것으로 소화되지 않는 지식은 갈증만 불러왔다. 《지적 대화를 위한 넓고 얕은 지식》은 외워야 하는 숫자도, 인문학 고전이라는 어려운 책 설명도, 유명인의 히스토리도 없다. 지금의 세계를 만들어낸 지식의 흐름이 한 편의 천일야화처럼 재미있게 펼쳐진다. 방대한 영역의 지식이 하나로 연결되는 카타르시스에 독자들은 열광했다."
91,명견만리_미래의 기회편,인플루엔셜,"전국서점 경제경영 1위! KT경제연구소·박원순 시장 등 다수 추천 화제의 KBS 〈명견만리〉, 두 번째 화두를 던지다 인구쇼크, 일자리, 경제, 의료 등 향후 인류에게 가장 중요한 문제들에 대해 새로운 담론을 제기하며 충격을 던졌던 명견만리. KT경제연구소 휴가철 추천도서, 고려아카데미컨설팅 세대공감 추천도서, 박원순 서울시장 휴가철 추천도서 등 각종 기관과 시·도지사들의 추천을 받아 경제경영 분야 1위에 오르며 독자들의 꾸준한 사랑을 받고 있다. 전편 『명견만리』에서 인구, 경제, 북한, 의료 분야를 중심으로 기존의 예측을 깨는 내용들을 보여줬다면, 이번 『명견만리_미래의 기회 편』에서는 윤리, 기술, 중국, 교육 분야를 중심으로 우리 공동체와 개인의 미래를 바꿀 기회들을 탐색한다. 김영란법, 착한소비, 융합교육, 4차 산업혁명, 플랫폼 혁명, 주링허우 세대, 인공지능처럼 과거와 확연히 달라질 미래의 기회들을 모두 모았다."
92,따뜻하고 단단한 훈육,카시오페아,"“훈육만 제대로 해도 육아가 훨씬 쉬워진다!” 1~10세, 아이가 어떤 성향이든 어떤 상황에서든 통하는 훈육의 절대원칙 『엄마의 말 공부』 이임숙 소장이 알려주는 행복한 훈육의 모든 것 “아무리 혼내도 아이가 말을 안 들어서 너무 힘들어요.” “울고 떼쓰기 시작하면 감당이 안 돼요.” “너무 무섭게 혼내서 아이에게 트라우마가 생긴 건 아닌지 걱정이에요.” 훈육이 너무 어렵다고 하는 엄마들의 호소다. 자라는 단계마다 가르칠 것도 많은데 걱정거리는 더 많다. 무섭고 단호한 훈육은 양날의 칼 같아서 아이에게만 상처를 주는 것이 아니라 훈육을 휘두르는 엄마에게도 상처를 입힌다. 이 책은 아이가 어떤 성향이든 어떤 상황에서든 통하는 훈육의 절대원칙을 알려준다. 이제 따뜻하고 단단한 ‘따단훈육’을 실행해보자. 울음과 짜증으로 전쟁터 같은 가정이 평온한 일상을 되찾는 기적을 경험하게 될 것이다."
93,빨강머리 앤이 하는 말,arte(아르테),"지브리 스튜디오의 명작 애니메이션 [빨강머리 앤] 삽화 수록! 루시 모드 몽고메리의 고전 [그린 게이블의 앤]을 원작으로 1979년 일본 후지TV가 [명작극장]으로 제작했던 [빨강머리 앤]은 1980~1990년대 유년기를 보낸 한국독자들에게도 잊지 못할 추억을 남긴 작품이다. “주근깨 빼빼마른 빨강머리 앤, 예쁘지는 않지만 사랑스러워!”로 시작되는 주제가와 빨강머리 앤이 남긴 수많은 화제들을 기억하고 있다면 『빨강머리 앤이 하는 말』의 출간에 환호하지 않을 수 없을 것이다. [스타일], [다이어트의 여왕], [아주 보통의 연애], [애인의 애인에게]까지, 신작을 발표할 때마다 많은 독자들에게 큰 호응을 받고 있는 작가 백영옥에게도 빨강머리 앤은 루시 모드 몽고메리의 소설 속 앤이 아니라 지브리 애니메이션 속의 ‘빨강머리 앤’이었다."
94,그대를 듣는다,휴머니스트,"다시 시를 찾은 그대에게 시가 건네는 작은 위로 시를 잊은 그대들을 호출했다. 여기저기서 응답이 들려왔다. 연락하고 싶었지만 바빴노라고, 오래 앓았노라고, 아니, 정말 잊었노라고. 그렇게 불씨가 지펴지는가 싶더니, 시 열풍이 일었다. 복각본 시집이 베스트셀러가 되고, 필사 바람이 시로 옮겨 불어오는가 하면, 윤동주는 영화가 되어 사랑을 받았다. 사람들의 기억과 가슴속에서 멀어진 ‘불후의 명시’들에 다시 생명력을 불어넣어 누구든 시를 누리고 즐기게 하려는 정재찬의 노력은 계속된다. 다양한 문학, 예술, 문화 장르의 경계를 넘나들며 시의 지평을 넓혀나가고자 한다. 그리하여 세대만이 아니라 사람들 사이에 그어진 모든 불온한 경계를 넘어 모두가 함께 시와 삶의 향기를 향유하게 하는 것, 저자는 시를 다시 찾은 그대들에게 이제 ‘각자도생’을 버리고 함께 삶을, 어려운 현실을 노래하자고 손을 잡아끈다. 그렇다면 시는 훌륭한 치유의 도구이자, 미래를 준비하는 강력한 무기가 될 것이다"
95,"총, 균, 쇠",문학사상,"왜 어떤 민족들은 다른 민족들의 정복과 지배의 대상으로 전락하고 말았는가. 왜 원주민들은 유라시아인들에 의해 도태되고 말았는가. 왜 각 대륙들마다 문명의 발달 속도에 차이가 생겨났는가. '인간 사회의 다양한 문명은 어디서 비롯되는가?'라는 의문을 명쾌하게 분석하여 1998년 퓰리처 상을 수상한 책. 2005년 12월 새롭게 개정신판이 출간되었다. 진화생물학자인 재레드 다이아몬드는 총기와 병균과 금속이 역사에 미친 엄청난 영향에 대해 분석한다. 일단 수렵 채집 단계를 넘어서 농경을 하게 된 사회들은 문자와 기술, 정부,..."
96,명견만리,인플루엔셜,"“《명견만리》는 우리의 시야를 한 단계 끌어올리는 책이다.” - 김난도(서울대 소비자학과 교수, 《트렌드 코리아》 저자) 오늘날 가장 뜨겁고, 앞으로 인류에게 가장 중요하게 닥칠 문제들은 무엇일까? 또 기회는 어디에 있을까? 인구 변화, 일자리 소멸, 유전자 혁명, 새로운 소비 형태의 등장 등…. 가까운 일상의 풍경부터 우리가 쉽게 접하지 못하고 예상 못하는 이슈들까지, 지금 우리가 가져야 할 미래지식을 모두 담았다."
